x,y,nothing
33.37191, -112.05741, 
33.37190, -112.05726, 
33.37190, -112.05711, 
33.37189, -112.05695, 
33.37189, -112.05681, 
33.37189, -112.05666, 
33.37189, -112.05652, 
33.37190, -112.05638, 
33.37191, -112.05625, 
33.37192, -112.05610, 
33.37192, -112.05595, 
33.37192, -112.05581, 
33.37192, -112.05567, 
33.37191, -112.05553, 
33.37191, -112.05537, 
33.37192, -112.05523, 
33.37192, -112.05509, 
33.37191, -112.05494, 
33.37190, -112.05481, 
33.37188, -112.05467, 
33.37187, -112.05454, 
33.37186, -112.05442, 
33.37184, -112.05432, 
33.37183, -112.05420, 
33.37182, -112.05408, 
33.37181, -112.05396, 
33.37179, -112.05382, 
33.37179, -112.05369, 
33.37178, -112.05355, 
33.37178, -112.05341, 
33.37179, -112.05328, 
33.37181, -112.05313, 
33.37184, -112.05298, 
33.37186, -112.05284, 
33.37189, -112.05268, 
33.37194, -112.05254, 
33.37197, -112.05240, 
33.37200, -112.05226, 
33.37203, -112.05211, 
33.37206, -112.05198, 
33.37210, -112.05184, 
33.37213, -112.05170, 
33.37217, -112.05154, 
33.37219, -112.05139, 
33.37223, -112.05125, 
33.37226, -112.05111, 
33.37229, -112.05097, 
33.37232, -112.05083, 
33.37235, -112.05069, 
33.37239, -112.05054, 
33.37241, -112.05039, 
33.37245, -112.05025, 
33.37249, -112.05010, 
33.37252, -112.04996, 
33.37255, -112.04981, 
33.37259, -112.04967, 
33.37263, -112.04953, 
33.37266, -112.04939, 
33.37269, -112.04925, 
33.37272, -112.04913, 
33.37274, -112.04900, 
33.37276, -112.04890, 
33.37280, -112.04877, 
33.37283, -112.04865, 
33.37284, -112.04853, 
33.37286, -112.04842, 
33.37290, -112.04827, 
33.37291, -112.04816, 
33.37294, -112.04804, 
33.37296, -112.04793, 
33.37300, -112.04781, 
33.37302, -112.04768, 
33.37305, -112.04752, 
33.37302, -112.04743, 
33.37303, -112.04728, 
33.37303, -112.04712, 
33.37304, -112.04698, 
33.37306, -112.04685, 
33.37308, -112.04670, 
33.37309, -112.04656, 
33.37312, -112.04641, 
33.37313, -112.04627, 
33.37316, -112.04611, 
33.37320, -112.04597, 
33.37325, -112.04582, 
33.37329, -112.04568, 
33.37332, -112.04554, 
33.37334, -112.04538, 
33.37338, -112.04524, 
33.37340, -112.04509, 
33.37343, -112.04493, 
33.37347, -112.04477, 
33.37350, -112.04461, 
33.37354, -112.04447, 
33.37358, -112.04431, 
33.37362, -112.04415, 
33.37365, -112.04400, 
33.37368, -112.04385, 
33.37371, -112.04369, 
33.37374, -112.04355, 
33.37378, -112.04340, 
33.37380, -112.04323, 
33.37383, -112.04308, 
33.37385, -112.04293, 
33.37387, -112.04277, 
33.37391, -112.04262, 
33.37393, -112.04247, 
33.37395, -112.04233, 
33.37398, -112.04219, 
33.37401, -112.04204, 
33.37404, -112.04187, 
33.37406, -112.04172, 
33.37408, -112.04158, 
33.37410, -112.04145, 
33.37413, -112.04130, 
33.37415, -112.04116, 
33.37416, -112.04102, 
33.37418, -112.04089, 
33.37420, -112.04076, 
33.37423, -112.04062, 
33.37424, -112.04048, 
33.37427, -112.04037, 
33.37428, -112.04027, 
33.37429, -112.04016, 
33.37429, -112.04004, 
33.37432, -112.03991, 
33.37434, -112.03982, 
33.37435, -112.03970, 
33.37436, -112.03959, 
33.37437, -112.03947, 
33.37438, -112.03934, 
33.37438, -112.03920, 
33.37439, -112.03906, 
33.37438, -112.03891, 
33.37436, -112.03876, 
33.37438, -112.03862, 
33.37438, -112.03847, 
33.37440, -112.03832, 
33.37441, -112.03817, 
33.37439, -112.03802, 
33.37441, -112.03787, 
33.37439, -112.03772, 
33.37439, -112.03758, 
33.37439, -112.03741, 
33.37441, -112.03727, 
33.37441, -112.03713, 
33.37440, -112.03699, 
33.37440, -112.03684, 
33.37439, -112.03669, 
33.37439, -112.03655, 
33.37440, -112.03641, 
33.37439, -112.03626, 
33.37440, -112.03611, 
33.37441, -112.03597, 
33.37440, -112.03583, 
33.37440, -112.03568, 
33.37440, -112.03553, 
33.37441, -112.03539, 
33.37440, -112.03525, 
33.37441, -112.03510, 
33.37441, -112.03494, 
33.37439, -112.03478, 
33.37439, -112.03462, 
33.37439, -112.03447, 
33.37437, -112.03432, 
33.37436, -112.03417, 
33.37434, -112.03402, 
33.37431, -112.03388, 
33.37428, -112.03373, 
33.37425, -112.03359, 
33.37424, -112.03346, 
33.37421, -112.03333, 
33.37416, -112.03316, 
33.37413, -112.03303, 
33.37411, -112.03289, 
33.37408, -112.03275, 
33.37405, -112.03262, 
33.37402, -112.03248, 
33.37399, -112.03234, 
33.37394, -112.03220, 
33.37391, -112.03206, 
33.37388, -112.03192, 
33.37386, -112.03181, 
33.37383, -112.03171, 
33.37380, -112.03158, 
33.37378, -112.03146, 
33.37377, -112.03136, 
33.37375, -112.03125, 
33.37372, -112.03113, 
33.37371, -112.03102, 
33.37367, -112.03089, 
33.37363, -112.03075, 
33.37361, -112.03062, 
33.37359, -112.03049, 
33.37356, -112.03035, 
33.37352, -112.03021, 
33.37351, -112.03008, 
33.37349, -112.02993, 
33.37347, -112.02979, 
33.37343, -112.02964, 
33.37340, -112.02950, 
33.37338, -112.02935, 
33.37335, -112.02921, 
33.37333, -112.02905, 
33.37331, -112.02891, 
33.37328, -112.02877, 
33.37323, -112.02862, 
33.37320, -112.02847, 
33.37317, -112.02833, 
33.37314, -112.02818, 
33.37310, -112.02803, 
33.37308, -112.02788, 
33.37308, -112.02774, 
33.37306, -112.02759, 
33.37307, -112.02745, 
33.37309, -112.02729, 
33.37309, -112.02713, 
33.37311, -112.02698, 
33.37310, -112.02682, 
33.37308, -112.02666, 
33.37306, -112.02652, 
33.37303, -112.02637, 
33.37302, -112.02622, 
33.37299, -112.02609, 
33.37297, -112.02595, 
33.37295, -112.02581, 
33.37295, -112.02567, 
33.37293, -112.02553, 
33.37291, -112.02537, 
33.37289, -112.02523, 
33.37285, -112.02514, 
33.37281, -112.02497, 
33.37278, -112.02482, 
33.37276, -112.02466, 
33.37274, -112.02451, 
33.37272, -112.02437, 
33.37270, -112.02423, 
33.37268, -112.02407, 
33.37265, -112.02392, 
33.37259, -112.02378, 
33.37253, -112.02365, 
33.37245, -112.02353, 
33.37239, -112.02342, 
33.37230, -112.02330, 
33.37221, -112.02317, 
33.37213, -112.02306, 
33.37207, -112.02294, 
33.37201, -112.02282, 
33.37197, -112.02268, 
33.37196, -112.02253, 
33.37196, -112.02237, 
33.37200, -112.02225, 
33.37203, -112.02210, 
33.37205, -112.02195, 
33.37207, -112.02181, 
33.37211, -112.02167, 
33.37213, -112.02153, 
33.37213, -112.02143, 
33.37215, -112.02129, 
33.37217, -112.02115, 
33.37221, -112.02100, 
33.37222, -112.02084, 
33.37222, -112.02069, 
33.37224, -112.02054, 
33.37222, -112.02039, 
33.37219, -112.02024, 
33.37212, -112.02011, 
33.37203, -112.01997, 
33.37197, -112.01985, 
33.37191, -112.01972, 
33.37186, -112.01958, 
33.37180, -112.01943, 
33.37175, -112.01929, 
33.37176, -112.01915, 
33.37175, -112.01900, 
33.37179, -112.01885, 
33.37182, -112.01872, 
33.37187, -112.01858, 
33.37193, -112.01845, 
33.37198, -112.01833, 
33.37203, -112.01820, 
33.37208, -112.01807, 
33.37215, -112.01796, 
33.37223, -112.01783, 
33.37225, -112.01768, 
33.37218, -112.01750, 
33.37211, -112.01733, 
33.37203, -112.01718, 
33.37200, -112.01703, 
33.37198, -112.01686, 
33.37200, -112.01670, 
33.37205, -112.01657, 
33.37207, -112.01643, 
33.37209, -112.01628, 
33.37211, -112.01613, 
33.37211, -112.01599, 
33.37208, -112.01585, 
33.37206, -112.01571, 
33.37202, -112.01557, 
33.37198, -112.01544, 
33.37196, -112.01531, 
33.37193, -112.01518, 
33.37192, -112.01505, 
33.37190, -112.01493, 
33.37190, -112.01481, 
33.37190, -112.01467, 
33.37190, -112.01453, 
33.37191, -112.01442, 
33.37193, -112.01431, 
33.37195, -112.01421, 
33.37196, -112.01409, 
33.37197, -112.01399, 
33.37198, -112.01384, 
33.37199, -112.01373, 
33.37199, -112.01363, 
33.37192, -112.01348, 
33.37186, -112.01337, 
33.37181, -112.01326, 
33.37175, -112.01315, 
33.37170, -112.01304, 
33.37167, -112.01291, 
33.37167, -112.01279, 
33.37168, -112.01267, 
33.37174, -112.01256, 
33.37180, -112.01243, 
33.37186, -112.01232, 
33.37194, -112.01219, 
33.37201, -112.01209, 
33.37210, -112.01199, 
33.37218, -112.01190, 
33.37226, -112.01180, 
33.37236, -112.01170, 
33.37246, -112.01159, 
33.37253, -112.01150, 
33.37261, -112.01139, 
33.37268, -112.01129, 
33.37276, -112.01118, 
33.37283, -112.01107, 
33.37286, -112.01095, 
33.37288, -112.01081, 
33.37290, -112.01068, 
33.37292, -112.01055, 
33.37294, -112.01041, 
33.37294, -112.01027, 
33.37290, -112.01012, 
33.37279, -112.00997, 
33.37276, -112.00983, 
33.37271, -112.00970, 
33.37267, -112.00956, 
33.37267, -112.00942, 
33.37267, -112.00927, 
33.37272, -112.00915, 
33.37276, -112.00902, 
33.37278, -112.00889, 
33.37282, -112.00876, 
33.37288, -112.00863, 
33.37295, -112.00849, 
33.37301, -112.00835, 
33.37306, -112.00822, 
33.37312, -112.00810, 
33.37320, -112.00798, 
33.37326, -112.00786, 
33.37332, -112.00773, 
33.37339, -112.00762, 
33.37345, -112.00751, 
33.37352, -112.00739, 
33.37358, -112.00728, 
33.37367, -112.00714, 
33.37374, -112.00701, 
33.37383, -112.00686, 
33.37388, -112.00671, 
33.37388, -112.00656, 
33.37390, -112.00642, 
33.37392, -112.00627, 
33.37394, -112.00613, 
33.37395, -112.00599, 
33.37394, -112.00584, 
33.37396, -112.00568, 
33.37398, -112.00554, 
33.37399, -112.00538, 
33.37398, -112.00522, 
33.37397, -112.00508, 
33.37392, -112.00494, 
33.37384, -112.00480, 
33.37374, -112.00470, 
33.37364, -112.00460, 
33.37355, -112.00450, 
33.37345, -112.00439, 
33.37338, -112.00427, 
33.37332, -112.00414, 
33.37327, -112.00400, 
33.37325, -112.00385, 
33.37329, -112.00372, 
33.37333, -112.00358, 
33.37336, -112.00343, 
33.37338, -112.00329, 
33.37340, -112.00314, 
33.37343, -112.00299, 
33.37346, -112.00285, 
33.37347, -112.00271, 
33.37350, -112.00257, 
33.37353, -112.00243, 
33.37359, -112.00230, 
33.37366, -112.00218, 
33.37376, -112.00207, 
33.37385, -112.00200, 
33.37394, -112.00194, 
33.37405, -112.00189, 
33.37415, -112.00184, 
33.37426, -112.00179, 
33.37436, -112.00174, 
33.37445, -112.00168, 
33.37452, -112.00160, 
33.37457, -112.00150, 
33.37462, -112.00141, 
33.37468, -112.00131, 
33.37471, -112.00120, 
33.37475, -112.00111, 
33.37479, -112.00103, 
33.37484, -112.00094, 
33.37488, -112.00084, 
33.37492, -112.00074, 
33.37496, -112.00065, 
33.37498, -112.00056, 
33.37502, -112.00045, 
33.37506, -112.00036, 
33.37509, -112.00026, 
33.37513, -112.00016, 
33.37518, -112.00002, 
33.37521, -111.99990, 
33.37525, -111.99980, 
33.37530, -111.99970, 
33.37532, -111.99958, 
33.37533, -111.99948, 
33.37533, -111.99937, 
33.37532, -111.99925, 
33.37530, -111.99912, 
33.37524, -111.99900, 
33.37519, -111.99887, 
33.37514, -111.99874, 
33.37509, -111.99861, 
33.37506, -111.99849, 
33.37502, -111.99836, 
33.37507, -111.99825, 
33.37510, -111.99813, 
33.37515, -111.99800, 
33.37521, -111.99787, 
33.37529, -111.99775, 
33.37537, -111.99766, 
33.37547, -111.99759, 
33.37558, -111.99755, 
33.37569, -111.99754, 
33.37580, -111.99753, 
33.37591, -111.99752, 
33.37601, -111.99751, 
33.37610, -111.99750, 
33.37621, -111.99747, 
33.37631, -111.99746, 
33.37640, -111.99743, 
33.37649, -111.99740, 
33.37658, -111.99737, 
33.37667, -111.99732, 
33.37675, -111.99726, 
33.37682, -111.99720, 
33.37689, -111.99713, 
33.37696, -111.99705, 
33.37702, -111.99697, 
33.37708, -111.99685, 
33.37713, -111.99675, 
33.37719, -111.99664, 
33.37725, -111.99653, 
33.37730, -111.99642, 
33.37736, -111.99632, 
33.37741, -111.99623, 
33.37745, -111.99614, 
33.37750, -111.99605, 
33.37754, -111.99595, 
33.37759, -111.99585, 
33.37765, -111.99575, 
33.37770, -111.99566, 
33.37776, -111.99554, 
33.37781, -111.99545, 
33.37787, -111.99537, 
33.37791, -111.99525, 
33.37793, -111.99514, 
33.37794, -111.99503, 
33.37796, -111.99492, 
33.37796, -111.99480, 
33.37796, -111.99467, 
33.37796, -111.99453, 
33.37797, -111.99439, 
33.37796, -111.99427, 
33.37796, -111.99415, 
33.37796, -111.99404, 
33.37796, -111.99394, 
33.37797, -111.99381, 
33.37796, -111.99369, 
33.37796, -111.99357, 
33.37796, -111.99344, 
33.37794, -111.99330, 
33.37796, -111.99319, 
33.37796, -111.99308, 
33.37795, -111.99296, 
33.37796, -111.99283, 
33.37795, -111.99271, 
33.37796, -111.99258, 
33.37796, -111.99246, 
33.37796, -111.99235, 
33.37797, -111.99223, 
33.37797, -111.99209, 
33.37796, -111.99196, 
33.37796, -111.99182, 
33.37797, -111.99170, 
33.37797, -111.99158, 
33.37797, -111.99146, 
33.37797, -111.99134, 
33.37797, -111.99123, 
33.37797, -111.99112, 
33.37797, -111.99101, 
33.37797, -111.99090, 
33.37797, -111.99079, 
33.37797, -111.99066, 
33.37797, -111.99055, 
33.37798, -111.99043, 
33.37798, -111.99030, 
33.37798, -111.99017, 
33.37797, -111.99003, 
33.37798, -111.98989, 
33.37798, -111.98975, 
33.37798, -111.98960, 
33.37799, -111.98945, 
33.37798, -111.98930, 
33.37798, -111.98914, 
33.37798, -111.98898, 
33.37799, -111.98883, 
33.37799, -111.98868, 
33.37796, -111.98855, 
33.37796, -111.98841, 
33.37797, -111.98827, 
33.37797, -111.98814, 
33.37797, -111.98799, 
33.37797, -111.98784, 
33.37797, -111.98770, 
33.37797, -111.98754, 
33.37798, -111.98740, 
33.37798, -111.98726, 
33.37797, -111.98714, 
33.37798, -111.98703, 
33.37798, -111.98691, 
33.37799, -111.98680, 
33.37799, -111.98669, 
33.37799, -111.98657, 
33.37799, -111.98645, 
33.37800, -111.98633, 
33.37800, -111.98620, 
33.37800, -111.98608, 
33.37800, -111.98595, 
33.37800, -111.98582, 
33.37800, -111.98570, 
33.37800, -111.98556, 
33.37800, -111.98543, 
33.37800, -111.98531, 
33.37800, -111.98519, 
33.37800, -111.98507, 
33.37800, -111.98495, 
33.37800, -111.98483, 
33.37800, -111.98471, 
33.37799, -111.98460, 
33.37794, -111.98451, 
33.37786, -111.98449, 
33.37777, -111.98449, 
33.37766, -111.98450, 
33.37756, -111.98450, 
33.37748, -111.98450, 
33.37740, -111.98450, 
33.37730, -111.98451, 
33.37722, -111.98451, 
33.37713, -111.98451, 
33.37705, -111.98451, 
33.37692, -111.98452, 
33.37683, -111.98452, 
33.37672, -111.98452, 
33.37661, -111.98451, 
33.37650, -111.98452, 
33.37639, -111.98454, 
33.37631, -111.98457, 
33.37623, -111.98461, 
33.37615, -111.98466, 
33.37606, -111.98472, 
33.37599, -111.98479, 
33.37592, -111.98485, 
33.37584, -111.98492, 
33.37576, -111.98497, 
33.37568, -111.98503, 
33.37560, -111.98509, 
33.37552, -111.98515, 
33.37545, -111.98520, 
33.37538, -111.98525, 
33.37529, -111.98532, 
33.37521, -111.98538, 
